ID,Scale,High.Level.Cat,Specific.Skill,Rank.Now,Rank.Future,TeamFolder,Team,Group.Class,Rank.Now.Num,Rank.Future.Num,Gap,Gap2,CreditSkill,DebitSkill,Year
33,Scale E,Subject matter experts,PRA supervisory process: insurance,Not applicable (0),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,0,1,-1,1,FALSE,TRUE,2018
33,Scale E,Subject matter experts,Monetary policy,Not applicable (0),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,0,1,-1,1,FALSE,TRUE,2018
33,Scale E,Subject matter experts,Financial Stability,Not applicable (0),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,0,1,-1,1,FALSE,TRUE,2018
33,Scale E,Subject matter experts,Insurance,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
33,Scale E,Subject matter experts,Financial Risk Management,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
33,Scale E,Technical specialists,Statistical methods,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
33,Scale E,Technical specialists,Data science,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
33,Scale E,Technical specialists,Economics,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
33,Scale E,Technical specialists,Mathematics,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
33,Scale E,Technical specialists,Accountancy,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
33,Scale E,Technical specialists,"Bank policy  (e.g. data policies, disclosures)",Not applicable (0),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,0,3,-3,9,FALSE,TRUE,2018
33,Scale E,Technical specialists,"Data Management (DCAM,DAMA)",Expert (4),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,4,4,0,0,FALSE,FALSE,2018
33,Scale E,Technical specialists,Data Engineering,Good (2),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_1.xlsx,DMT,Bankwide Advisory,2,1,1,1,TRUE,FALSE,2018
34,Scale E,Systems,BEEDS,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Systems,BSM,Good (2),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,2,0,2,4,TRUE,FALSE,2018
34,Scale E,Systems,MIDAS,High (3),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,0,3,9,TRUE,FALSE,2018
34,Scale E,Systems,TARSAMM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Systems,Aperture,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Systems,TRAFFIC,High (3),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,0,3,9,TRUE,FALSE,2018
34,Scale E,Systems,Hub,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Systems,MarkitEDM,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
34,Scale E,Systems,DKAN (data inventory system),Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
34,Scale E,Systems,TARDIS / INTACT,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Systems,MOSR / EDM,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
34,Scale E,Systems,GABRIEL,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Systems,RWM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Systems,OSCA,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,Excel,High (3),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,2,1,1,TRUE,FALSE,2018
34,Scale E,Analytical tools,"Programming tools for analysis (R, Python, Matlab)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,"Visualisation tools (Excel, tableau, power BI, SSRS)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
34,Scale E,Analytical tools,"Programming tools for product development (R, Python, Matlab, Shiny)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
34,Scale E,Analytical tools,"Database query tools (SQL type tools , NoSQL, MDx, SSAS)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,"Econometric tools (Eviews, Stata, X13, etc)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,"Bank collaboration tools: Sharepoint, Collaborate, My Service",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,VBA,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,STAR tools,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,Programming tools for big data (e.g. Spark),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,Version control (git),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,"Programming notebooks (Jupyter notebooks, R markdown)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,"Workflow-based tools ( KNIME, Alteryx)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,Web development,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,"Office tools: 
Powerpoint
Access
Word",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Analytical tools,Team workflow management tools,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Soft,Presentations/public  speaking,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
34,Scale E,Soft,Customer service,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,2,2,0,0,FALSE,FALSE,2018
34,Scale E,Soft,"Communication (written, reviewing and editing)",High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
34,Scale E,Soft,Stakeholder management/negotiation,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
34,Scale E,Soft,Planning & Organisation,Expert (4),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,4,4,0,0,FALSE,FALSE,2018
34,Scale E,Soft,Training,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Soft,Event management,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
34,Scale E,Management,Coaching and Mentoring,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
34,Scale E,Management,Leadership,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
34,Scale E,Management,Line/people management,Expert (4),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,4,4,0,0,FALSE,FALSE,2018
34,Scale E,Management,Performance Evaluation,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
34,Scale E,Management,Self-management,High (3),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,2,1,1,TRUE,FALSE,2018
34,Scale E,Management,"Project Management (scoping, task setting, development follow-up, budget)",Expert (4),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,4,3,1,1,TRUE,FALSE,2018
34,Scale E,Management,Business planning,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
34,Scale E,Management,Strategy,Basic (1),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,3,-2,4,FALSE,TRUE,2018
34,Scale E,Management,"Structured thinking (e.g. business process opt, taxonomy)",Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
34,Scale E,Management,Conflict resolution,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
34,Scale E,Data management,Data Collection,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Data management,Data Ownership & Stewardship,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
34,Scale E,Data management,"Data Preparation (e.g. Virtual, Imputation, Anonimization)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Data management,"Data Preparation (e.g. Manipulation, Aggregation)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Data management,Data Quality (Plausie),High (3),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,2,1,1,TRUE,FALSE,2018
34,Scale E,Data management,Data Analysis: Exploration,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,2,2,0,0,FALSE,FALSE,2018
34,Scale E,Data management,Data Analysis: Modelling,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Data management,Data Publishing/Sharing,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Data management,Data Ownership & Stewardship (advisory),Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
34,Scale E,Data management,Metadata Management (advisory/operational),Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
34,Scale E,Data management,Master Data Management,High (3),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,2,1,1,TRUE,FALSE,2018
34,Scale E,Data management,Data Quality Management (advisory),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Data management,Data Governance (advisory),High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
34,Scale E,Data management,Data risk (reviewing and acessing data risks),High (3),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,3,2,1,1,TRUE,FALSE,2018
34,Scale E,Subject matter experts,Prudential regulation: Banking,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
34,Scale E,Subject matter experts,Prudential regulation: Insurance,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
34,Scale E,Subject matter experts,National accounts,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Subject matter experts,"Banking - stats (e.g. money and credit, rates)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Subject matter experts,PRA supervisory process: banking,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
34,Scale E,Subject matter experts,Monetary policy,Good (2),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,2,1,1,1,TRUE,FALSE,2018
34,Scale E,Subject matter experts,Financial Stability,Good (2),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,2,1,1,1,TRUE,FALSE,2018
34,Scale E,Subject matter experts,Insurance,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
34,Scale E,Subject matter experts,Financial Risk Management,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Technical specialists,Statistical methods,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Technical specialists,Data science,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Technical specialists,Economics,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Technical specialists,Mathematics,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Technical specialists,Accountancy,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
34,Scale E,Technical specialists,"Bank policy  (e.g. data policies, disclosures)",Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
34,Scale E,Technical specialists,"Data Management (DCAM,DAMA)",Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,2,2,0,0,FALSE,FALSE,2018
34,Scale E,Technical specialists,Data Engineering,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_E_2.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
35,Scale G,Systems,BEEDS,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Systems,BSM,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Systems,MIDAS,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Systems,TARSAMM,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Systems,Aperture,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Systems,TRAFFIC,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Systems,Hub,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Systems,MarkitEDM,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Systems,DKAN (data inventory system),Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Systems,TARDIS / INTACT,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
35,Scale G,Systems,MOSR / EDM,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Systems,GABRIEL,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
35,Scale G,Systems,RWM,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
35,Scale G,Systems,OSCA,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
35,Scale G,Analytical tools,Excel,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
35,Scale G,Analytical tools,"Programming tools for analysis (R, Python, Matlab)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Analytical tools,"Visualisation tools (Excel, tableau, power BI, SSRS)",Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Analytical tools,"Programming tools for product development (R, Python, Matlab, Shiny)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Analytical tools,"Database query tools (SQL type tools , NoSQL, MDx, SSAS)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Analytical tools,"Econometric tools (Eviews, Stata, X13, etc)",Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
35,Scale G,Analytical tools,"Bank collaboration tools: Sharepoint, Collaborate, My Service",Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Analytical tools,VBA,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Analytical tools,STAR tools,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Analytical tools,Programming tools for big data (e.g. Spark),Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
35,Scale G,Analytical tools,Version control (git),Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
35,Scale G,Analytical tools,"Programming notebooks (Jupyter notebooks, R markdown)",Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
35,Scale G,Analytical tools,"Workflow-based tools ( KNIME, Alteryx)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Analytical tools,Web development,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Analytical tools,"Office tools: 
Powerpoint
Access
Word",High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
35,Scale G,Analytical tools,Team workflow management tools,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
